"CWPName","SourceID","CWPStreet","CWPCity","CWPState","RegistryID","SupOver80CountUsDisp","CWPBioInspCount","BioVioLastYearFlag","BioQtrsWithVio","CWPBioFeaCount"
"ELWOOD WWTP, CITY OF","IN0032719","SOUTH J ST AND WEST NINTH ST","ELWOOD","IN","110064242948","2",0,"N",0,0
"ELWOOD WWTP, CITY OF","INL032719","SOUTH J ST AND 9TH ST","ELWOOD","IN","110069999950","0",0,"N",0,0
"ELY","MNL020508","47 CHANDLER ROAD","ELY","MN","110039751550","0",0,"N",0,0
"ELYRIA WWTP","OH0025003","1194 GULF RD","ELYRIA","OH","110009489213","0",0,"N",0,0
"EMBASSY HILLS SUBREGIONAL WWTF","FLL012735","US 19 NORTH","NEW PORT RICHEY","FL","110035449388","7",0,"N",0,0
"EMERALD BIOENERGY","OH0142492","2279 CR 156","CARDINGTON","OH","110046562448","0",0,"Y",13,0
"EMERALD COAST UTILITIES AUTHORITY","FLL559351","2980 OLD CHEMSTRAND RD","CANTONMENT","FL","110035526428","0",2,"N",0,0
"EMERALD COAST UTILITIES AUTHORITY","FLL024007","2980 OLD CHEMSTRAND RD","CANTONMENT","FL","110039695862","0",0,"N",0,0
"EMERALD COAST UTILITIES AUTHORITY","FLL031801","2980 OLD CHEMSTRAND RD","CANTONMENT","FL","110039824704","0",0,"N",0,0
"EMERALD FOREST UD WWTP","TX0027324","11720 EARLY MIST COURT","HOUSTON","TX","110013684272","12",0,"N",0,0
"EMERSON ESTATES WWTP","TX0124281","2000' E CROCKETT-MARTIN RD AND 3000' S ST HWY","CONROE","TX","110010920129","4",0,"N",0,0
"EMERSON WWTF","NEL041351","511 NORTH MAIN STREET","EMERSON","NE","110070000345","0",0,"N",0,0
"EMERSON, CITY OF (HENRY JORDAN WPCP)","GAL026115","287 JOE FRANK HARRIS PARKWAY","EMERSON","GA","110010041034","0",0,"N",0,0
"EMINENCE STP","KYL026883","PO BOX 163","EMINENCE","KY","110064268260","1",0,"N",0,0
"EMINENCE, CITY OF","MOL055328","P.O. BOX 387","EMINENCE","MO","110070000493",,0,"N",0,0
"EMMETSBURG CITY OF STP","IA0021580","4552 BURNS ROAD","EMMETSBURG","IA","110010036530","0",1,"N",0,0
"EMMETT WWSL","MIG580407","3136 PAINTED DR","EMMETT","MI","110030446417","0",0,"N",0,0
"EMORY WWTP","TX0026328","399 NORTH TEXAS 19","EMORY","TX","110009780843","2",0,"N",0,0
"EMPIRE STATE PLAZA","NYL104060","CONCOURSE LEV RM 114-1","ALBANY","NY","110070219890","8",0,"N",0,0
"EMPIRE TOWN OF","COL588065","PO BOX 100","EMPIRE","CO","110070003617",,0,"N",0,0
"EMPIRE WWTP","OH0050539","WHEATLEY ST","EMPIRE","OH","110009822291","1",0,"N",0,0
"EMPIRE, TOWN OF","COG650119","PO BOX 100","EMPIRE","CO","110022551807","0",0,"N",0,0
"EMPORIA, CITY OF","KSL046728","PO BOX 928","EMPORIA","KS","110070003287",,1,"N",1,0
"EMPORIA, CITY OF","VAL020346","100 BRIGGS ST EXT","EMPORIA","VA","110006620889","7",1,"N",0,0
"EMWD - MORENO VALLEY RWRF","CAL001067","P.O. BOX 8300","PERRIS","CA","110070002429",,0,"N",0,0
"EMWD - PERRIS VALLEY RWRF","CAL001102","PO BOX 8300","PERRIS","CA","110069999363",,0,"N",0,0
"EMWD - SAN JACINTO RWRF","CAL000425","PO BOX 8300","PERRIS","CA","110069999363",,0,"N",0,0
"EMWD - TEMECULA VALLEY RWRF","CAL000480","PO BOX 8300","PERRIS","CA","110069999363",,0,"N",0,0
"ENCANTO REAL UD WWTP","TX0042099","APPROX 3.25 MI NW OF INTX OF","HOUSTON","TX","110009779864","4",0,"N",0,0
"ENCINA WPCF","CAL107395","6200 AVENIDA ENCINAS","CARLSBAD","CA","110000520632","0",0,"N",0,0
"ENDICOTT (V)","NYL027669","1009 EAST MAIN ST","ENDICOTT","NY","110019167934","5",1,"N",0,0
"ENFIELD POTW","CTL100200","820 ENFIELD STREET","ENFIELD","CT","110016663332","0",0,"N",0,0
"ENFIELD POTW, TOWN OF","CT0100200","90 PARSONS ROAD","ENFIELD","CT","110000736393","0",0,"N",0,0
"ENFIELD WWTP","NC0025402","18270 US HWY 301","ENFIELD","NC","110009845533","1",0,"N",0,0
"ENGEL & GRAY COMPOST FACILITY","CAL000628","P.O. BOX 5020","SANTA MARIA","CA","110070002472",,1,"N",0,0
"ENGLAND ECONOMIC & INDUSTRIAL DEVELOPMENT DISTRICT","LAJ660229","376 MOSS POINT DR.","BOYCE","LA","110069726283","2",0,"N",0,0
"ENGLAND ECONOMIC & INDUSTRIAL DEVELOPMENT DISTRICT","LAJ660257","256 MOSS POINT DR","BOYCE","LA","110054105295","2",0,"N",0,0
"ENGLEWOOD WATER DISTRICT WRF","FLL014126","140 TELMAN RD","ENGLEWOOD","FL","110069999749",,0,"N",0,0
"ENGLEWOOD WWTP","OH0025011","142 HARRISBURG DR","ENGLEWOOD","OH","110006290236","1",0,"N",0,0
"ENID, CITY OF","OK0021628","1215 SOUTH 42ND ST","ENID","OK","110001644114","0",0,"N",0,0
"ENOSBURG FALLS","VTL100102","39 ST ALBANS ST","ENOSBURG FALLS","VT","110010911530","1",0,"N",0,0
"ENTERPRISE NORTHEAST WWTP","AL0020061","PORTER LUNSFORD ROAD","ENTERPRISE","AL","110006644523","1",0,"N",0,0
"ENUMCLAW STP","WAL020575","1339 GRIFFIN AVE","ENUMCLAW","WA","110039933908","0",0,"N",0,0
"ENVIRO-SYSTEMS WWTP","AL0073351","T20S  R1E  SEC.1","HARPERSVILLE","AL","110010068283","2",0,"N",0,0
"ENVIRONMENTAL DISPOSAL CORP","NJL033995","ROUTE 202/206 SOUTH","BEDMINSTER","NJ","110070009152","0",0,"N",0,0
"ENVIRONMENTAL IMPACT","UTL025631","LES BROOKS","SALT LAKE CITY","UT","110023057859","10",0,"N",0,0
"ENVIRONMENTAL PROCESSING INC.","LAJ650100","329 BURK MANUEL RD","EUNICE","LA","110056141303","3",0,"N",0,0
"ENVIRONMENTAL REHAB","LAU006327","341 GUNTER RD","PINEVILLE","LA","110040432396","0",0,"N",1,0
"EPHRATA BOROUGH AUTHORITY","PAL087181","43 SPRINGHOUSE ROAD","EPHRATA","PA","110064209020","0",0,"N",0,0
"EPHRATA BOROUGH POTW","PAL027405","124 SOUTH STATE STREET","EPHRATA","PA","110039842588","6",0,"N",0,0
"EPPING","NHL100692","157 MAIN STREET","EPPING","NH","110070003263","0",0,"N",0,0
"EQUUS FARMS INC","COL621050","37139 US HWY 34","KERSEY","CO","110070000431","1",0,"N",0,0
"ERA ISD WWTF","TX0130117","APPROX 1,402' NW OF CEMENTARY RD & FMR 922 & 1321'","ERA","TX","110033164117","0",0,"N",0,0
"ERATH MUNICIPAL STP","LAJ650059","NORTH BROADWAY ST.","ERATH","LA","110044896627","5",0,"N",0,0
"ERGON APHALT & EMULSIONS, INC.","OKG270053","5850 ARKANSAS RD ","CATOOSA","OK","110038106288","1",0,"N",0,0
"ERGON ASPHALT & EMULSIONS, INC. ","OKG270062","9301 SW KOCH STREET","LAWTON","OK","110013866432","I",0,"N",0,0
"ERIE CO SD#3","NYL020681","95 FRANKLIN ST- RM#1034","BUFFALO","NY","110009827526","4",0,"N",0,0
"ERIE CO SD#8","NYL028436","95 FRANKLIN ST","BUFFALO","NY","110004450576","4",1,"N",0,0
"ERIE CO SD2","NYL022543","95 FRANKLIN STREET","BUFFALO","NY","110009827526","4",0,"N",0,0
"ERIE COUNTY","NYL095401","95 FRANKLIN ST- RM#1034","BUFFALO","NY","110004450576","4",0,"N",0,0
"ERIE COUNTY SD#6","NYL022136","95 FRANKLIN ST- RM#1034","BUFFALO","NY","110004450576","4",1,"N",0,0
"ERIE ISLANDS WWTP","OH0058963","1012 N CO RD 260","CLYDE","OH","110009822068","1",0,"N",0,0
"ERIE NORTH WATER RECLAMATION FACILITY","COL900843","P.O. BOX 750","ERIE","CO","110070001096",,0,"N",0,0
"ERIE NORTH WATER RECLAMATION FACILITY","CO0048445","501 STATE HWY 52","WELD COUNTY","CO","110064633320","2",1,"N",0,0
"ERIE STP","IL0020303","400 7TH AVENUE","ERIE","IL","110009989496","0",0,"N",0,0
"ERIE TOWN OF","COL048445","PO BOX 750 HOLBROOK ST","ERIE","CO","110070000554","2",0,"N",0,0
"ERIE TOWN OF","COL045926","PO BOX 750","ERIE","CO","110070001027",,0,"N",0,0
"ERIE WASTEWATER TREATMENT PLAN","PAL026301","68 PORT ACCESS ROAD","ERIE","PA","110001139367","8",0,"N",0,0
"ERIE/SPELTER WWTPS","WV0081001","ERIE, MAPLE STREET EXTENSION","HEPZIBAH","WV","110010860504","2",1,"N",0,0
"ERTH PRODUCTIONS, LLC","GALS13342","2200 BISHOP JOHNSON CIR ROAD","PLAINS","GA","110070134464","2",0,"N",0,0
"ERVING CENTER W W T P #2","MA0101052","45 EAST MAIN STREET","ERVING","MA","110022816309","0",0,"N",0,0
"ERVING CENTER WWTP  2","MAL101052","12 EAST MAIN STREET","ERVING","MA","110070001896","0",1,"N",0,0
"ERVING P O T W  1","MAL101516","12 EAST MAIN STREET","ERVING","MA","110070001896","0",0,"N",0,0
"ERVING P O T W #1","MA0101516","16 PUBLICWORKS BLVD.","ERVING","MA","110000761756","0",0,"N",0,0
"ERVING POTW #3","MA0102776","BRIDGE STREET VILLAGE OF FARLEY","ERVING","MA","110009917466","0",0,"N",0,0
"ERVING POTW 3","MAL102776","12 EAST MAIN STREET","ERVING","MA","110070001896","0",0,"N",0,0
"ERWIN (T)","NYL023906","310 TOWN CENTER ROAD","PAINTED POST","NY","110069999926","0",0,"N",0,0
"ERWIN STP","TNL023001","450 N. INDUSTRIAL DR.","ERWIN","TN","110006367699","1",0,"N",0,0
"ERWIN WWTP","NC0064521","411 S 20TH ST","ERWIN","NC","110006367476","3",0,"N",0,0
"ESCANABA WWTP","MI0025381","1900 WILLOW CK RD","ESCANABA","MI","110000733458","0",0,"N",0,0
"ESCONDIDO HALE AVE RRF","CAL107981","1521 SOUTH HALE AVE","ESCONDIDO","CA","110000759439","0",0,"N",0,0
"ESCONDIDO VILLAGE MHP WWTP ","TX0102806","0.25 M EAST OF INT OF BETHESDA RD AND","BURLESON","TX","110009774333","0",0,"N",0,0
"ESCONDIDO, CITY OF","CAL108944","201 N BROADWAY","ESCONDIDO","CA","110013163753","8",0,"N",0,0
"ESPANOLA, CITY OF","NML029351","405 N. PASEO DE ONAPE","ESPANOLA","NM","110039938583","4",0,"N",0,0
"ESSEX JUNCTION WASTEWATER TREATMENT FACILITY","VTL100111","2 LINCOLN STREET","ESSEX JUNCTION","VT","110070000378","0",0,"N",0,0
"ESTELLINE WWTP","TX0075591","0.7MI E OF INTX ST HWY 86 AND US HWY 287","ESTELLINE","TX","110010922699","1",0,"N",0,0
"ESTES PARK SANITATION DISTRICT","COL020290","PO BOX 722","ESTES PARK","CO","110070003714",,0,"N",0,0
"ESTES PARK SANITATION DISTRICT","COG650006","601 BIG THOMPSON AVENUE","ESTES PARK","CO","110002040862","0",0,"N",0,0
"ESTHERVILLE CITY OF STP","IA0023744","1878 HIGHWAY 4","ESTHERVILLE","IA","110002040130","0",1,"N",0,0
"ETOWAH STP","TNL063771","COUNTY ROAD 850","ETOWAH","TN","110009786874","1",0,"N",0,0
"ETTP-CENTRAL NEUTRALIZATION FA","TNL074225","HWY 58","OAK RIDGE","TN","110002471094","0",0,"N",0,0
"EUCLID WWTP","OH0031062","22201 LAKESHORE BLVD","EUCLID","OH","110009489561","7",0,"N",0,0
"EUDORA, CITY OF (WWTP)","KS0094609","702 W 7TH","EUDORA","KS","110011220927","0",1,"N",0,0
"EUFAULA WWTP","AL0061671","845 PUMP STATION ROAD","EUFAULA","AL","110055976635","5",0,"N",0,0
"EUNICE, CITY OF (ST LANDRY)","LAL041751","930 COLLEGE ROAD","EUNICE","LA","110064601569","2",0,"N",0,0
"EUREKA ELK RIVER WWTP","CAL024449","531 K STREET","EUREKA","CA","110070000232",,1,"N",0,0
"EUREKA STP, CITY OF","IL0025119","ROUTE 117 SOUTH","EUREKA","IL","110010172561","0",0,"N",0,0
"EUSTIS, CITY OF","FLL010507","801 BATES AVE","EUSTIS","FL","110027968616","5",0,"N",0,0
"EVADALE WCID 1 WWTP","TX0122564","1000' W INTX ST HWY 105 AND FM 1131","EVADALE","TX","110006683874","3",0,"N",0,0
"EVANGELINE PLAZA","LAJ660157","1008 SMEDE HWY","BROUSSARD","LA","110043737178","0",0,"N",0,0
"EVANS CITY OF","COL047287","1100 37 ST","EVANS","CO","110056128649","5",1,"N",0,0
"EVANS CITY OF","COL020508","1100 37 ST","EVANS","CO","110056128649","5",0,"N",0,0
"EVANS CITY OF WWTF","CO0020508","3323 1ST AVENUE","WELD COUNTY","CO","110055978893","1",1,"N",0,0
"EVANS HIGH SCHOOL","LAJ660251","18829 HWY 111 S","EVANS","LA","110046341669","1",0,"N",0,0
"EVANSPORT WWTP","OH0053694","21706 WILLIAMS-DEFIANCE CO RD","DEFIANCE","OH","110006660755","0",0,"N",0,0
"EVANSTON, CITY OF","WYL020095","1200 MAIN STREET","EVANSTON","WY","110009762970","0",0,"N",0,0
"EVANSTON, CITY OF WWTP","WYG650009","1200 MAIN STREET","EVANSTON","WY","110009762970","0",0,"N",0,0
"EVANSVILLE EAST WWTP","INL033073","1500 WATERWORKS RD","EVANSVILLE","IN","110003090315","7",0,"N",0,0
"EVANSVILLE EASTSIDE WWTP","IN0033073","1500 WATERWORKS RD","EVANSVILLE","IN","110003090315","7",0,"N",0,0
"EVANSVILLE STP, VILLAGE OF","IL0021440","WEST OF IL ROUTE 3","EVANSVILLE","IL","110009989174","0",0,"N",0,0
"EVANSVILLE WEST WWTP","INL032956","900 S TEKOPPEL AVE","EVANSVILLE","IN","110058470435","2",0,"N",0,0
"EVANSVILLE WESTSIDE WWTP","IN0032956","900 S TEKOPPEL AVE","EVANSVILLE","IN","110011998838","1",0,"N",0,0
"EVERETT STP","WAL024490","3200 CEDAR ST","EVERETT","WA","110016662011","0",0,"N",0,0
"EVERGREEN HS STP","OH0130079","14544 CO RD 6","METAMORA","OH","110007717060","0",0,"N",0,0
"EVERGREEN LAGOON","ALL037503","PO BOX 229","EVERGREEN","AL","110055976546","5",0,"N",0,0
"EVERGREEN LAGOON","AL0047503","710 BRUNER AVENUE","EVERGREEN","AL","110055976546","5",0,"N",0,0
"EVERGREEN LANE OFFICE COMPLEX","OH0053490","06879 EVANSPORT RD","DEFIANCE","OH","110006699518","0",0,"N",0,0
"EVERGREEN METRO. DIST. WWTF","COG650068","27897 MEADOW DRIVE","EVERGREEN","CO","110055976939","0",0,"N",0,0
"EVERGREEN METROPOLITAN DIST WWTF","CO0031429","27897 MEADOW DR","EVERGREEN","CO","110055976939","0",1,"N",0,0
"EVERGREEN METROPOLITAN DISTRICT","COL031429","PO BOX 3819","EVERGREEN","CO","110070001994",,0,"N",0,0
"EVERGREEN POPLAR LLC","OH0126497","12400 W AXLINE ST","FOSTORIA","OH","110006232987","5",0,"N",0,0
"EVONIK CORPORATION TIPPECANOE LABS","IN0002861","1650 LILLY RD","LAFAYETTE","IN","110000404296","1",0,"N",0,0
"EVRAZ ROCKY MOUNTAIN STEEL WWTF","CO0000621","2100 SOUTH FREEWAY","PUEBLO COUNTY","CO","110000467833","6",1,"N",0,0
"EWING-LAWRENCE SA WTP","NJL024759","600 WHITEHEAD RD","LAWRENCEVILLE","NJ","110000914716","5",1,"N",0,0
"EXETER TOWN OF","NHL100871","13 NEWFIELDS RD","EXETER","NH","110002320863","0",0,"N",0,0
"EXETER TOWNSHIP WWTR TRTMT PLT","PAL026972","400 HANOVER ROAD","BIRDSBORO","PA","110064246196","5",0,"N",0,0
"EXETER WWTF","CAL080233","1906 WEST MEYER RD.","EXETER","CA","110070000077",,0,"N",0,0
"EXISS-SOONE, LLC","OKP003025","900 E. TRAIL BLVD.","EL RENO","OK","110007026592","3",1,"N",0,0
"EXPRO INTERNATIONAL GROUP, LTD","LAL480389","610 ST ETIENNE RD","BROUSSARD","LA","110016747181","1",0,"N",0,0
"EZ STOP OF HOUMA","LAJ660105","912 HWY 182","HOUMA","LA","110017881318","5",0,"N",0,0
"FAIR BLUFF WWTP","NCL020729","3718 OLD BATTLEGROUND RD.","FAIR BLUFF","NC","110070003761",,0,"N",0,0
"FAIR HAVEN WASTEWATER TREATMENT FACILITY","VTL100129","193 MONTGIVEN AVENUE","FAIR HAVEN","VT","110008210462","0",0,"N",0,0
"FAIRBANKS, CITY OF","AKL023451","PO BOX 80370","FAIRBANKS","AK","110039716117","1",0,"N",0,0
"FAIRBORN WATER RECLAMATION CENTER","OH0025062","6920 UPPER VALLEY RD","FAIRBORN","OH","110039702701","0",0,"N",0,0
"FAIRBURY STP, CITY OF","IL0021601","1000 EAST HICKORY","FAIRBURY","IL","110009989218","0",0,"N",0,0
"FAIRBURY WASTEWATER TREATMENT FACILITY","NE0024384","904 SEWER PLANT ROAD","FAIRBURY","NE","110039894086","0",0,"N",0,0
"FAIRBURY WWTF","NEL024384","612 D STREET","FAIRBURY","NE","110070003894","2",1,"N",0,0
"FAIRFIELD GLADE STP ","TNL160001","7218 CHESTNUT HILL ROAD","FAIRFIELD GLADE","TN","110039850569","3",0,"N",0,0
"FAIRFIELD TOWN OF","CTL000007","1 ROD HIGHWAY","FAIRFIELD","CT","110034176629","0",0,"N",0,0
"FAIRFIELD TWP WWSL-JASPER","MIG580323","1361 OGDEN STREET","JASPER","MI","110006649369","0",0,"N",0,0
"FAIRFIELD TWP-WESTON SEC WWSL","MIG580321","9625 SAND CREEK HWY","WESTON","MI","110009910631","0",0,"N",0,0
"FAIRFIELD VILLAGE REGIONAL WWTP","TX0105376","19855 CYPRESSWOOD DR","CYPRESS","TX","110009015001","0",0,"N",0,0
"FAIRFIELD WPCF","CT0101044","330 ONE ROD HIGHWAY","FAIRFIELD","CT","110000528634","0",0,"N",0,0
"FAIRFIELD WPCF","CTL101044","330 ONE ROD HIGHWAY","FAIRFIELD","CT","110000528634","0",0,"N",0,0
"FAIRFIELD WWTP","OH0025071","5350 PLEASANT AVE","FAIRFIELD","OH","110004705542","0",1,"N",0,0
"FAIRFIELD, CITY OF","IL0020605","8588 ROUTE 148","FAIRFIELD","IL","110039896501","2",0,"N",0,0
"FAIRFIELD, CITY OF STP","IA0035076","118 SOUTH MAIN","FAIRFIELD","IA","110000731281","0",0,"N",0,0
"FAIRFIELD-SUISUN WWTP","CAL038024","1010 CHADBOURNE RD","FAIRFIELD","CA","110013929339","3",0,"N",0,0
"FAIRGREEN WWTP","TX0071382","APPRX 3000 FT NE OF INT OF JFK BLVD & LAUDER RD","HOUSTON","TX","110009778277","12",0,"N",0,0
"FAIRHAVEN TWP WWSL","MIG580338","SOUTH SECOND STREET","BAY PORT","MI","110009907823","0",0,"N",0,0
"FAIRHAVEN W W T P","MAL100765","5  ARSENE STREET","FAIRHAVEN","MA","110000759830","0",0,"N",0,0
"FAIRHOPE CITY OF","ALL020842","P O BOX 429","FAIRHOPE","AL","110055974860","0",0,"N",0,0
"FAIRLANE STP","LAJ660132","3724 END ST.","GRAY","LA","110043488437","5",0,"N",0,0
"FAIRMONT","MNL030112","301 MARGARET STREET","FAIRMONT","MN","110000760114","2",2,"N",5,0
"FAIRMONT CITY OF","WV0023353","901 HOWARD AVE","FAIRMONT WV","WV","110000751892","4",1,"N",0,0
"FAIRMONT WWTP","MN0030112","301 MARGARET ST","FAIRMONT","MN","110000760114","2",0,"N",0,1
"FAIRMONT WWTP, CITY OF","WVL023353","WASHINGTON STREET EXTENSION","FAIRMONT","WV","110000751892","4",0,"N",0,0
"FAIRPLAY SANITATION DISTRICT","COL040088","PO BOX 267","FAIRPLAY","CO","110070000681",,0,"N",0,0
"FAIRPLAY SANITATION DISTRICT WWTF","CO0040088","1195 CASTELLO ST ","FAIRPLAY","CO","110009128540","0",1,"N",0,0
"FAIRVIEW CITY","UT0025542","1 1/4 MILES SOUTH OF FAIRVIEW","FAIRVIEW","UT","110015794210","0",0,"N",0,0
"FAIRVIEW CITY","UTL025542","1 1/4 MILES SOUTH OF FAIRVIEW","FAIRVIEW","UT","110015794210","0",0,"N",0,0
"FAIRVIEW GARDENS DEVELOPMENTS WWTP","TX0118583","11800 CHARLES RD","HOUSTON","TX","110010921235","11",0,"N",0,0
"FAIRVIEW SCHOOL WWTP","AL0051098","841 WELCOME ROAD","CULLMAN","AL","110009122341","4",0,"N",0,0
"FAIRVIEW STP","TNL062332","101 COWAN RD","DICKSON","TN","110006664065","0",0,"N",0,0
"FAIRWAY EAST SUBDIVISION","LAJ660299","WEST MEDALIST ST.","ALEXANDRIA","LA","110054124443","0",0,"N",0,0
"FAIRWAY PINES SANITATION DISTRICT","COL631006","2233 E MAIN ST","MONTROSE","CO","110070003454","1",0,"N",0,0
"FAIRWAYS METROPOLITAN DISTRICT","COL038156","141 UNION BLVD   SUITE 150","LAKEWOOD","CO","110039695639","1",0,"N",0,0
"FALL CREEK","COG590119","9 RIVER TRAIL","PLACERVILLE","CO","110071202797","0",0,"N",0,0
"FALL CREEK REG. WASTE DIST.","INL049026","9378 S 650 W","PENDLETON","IN","110000732128","2",2,"N",1,0
"FALL CREEK REGIONAL WASTE DISTRICT","IN0049026","9378 S 650 W","PENDLETON","IN","110000732128","2",0,"N",0,0
"FALL RIVER W W T P","MA0100382","1979 BAY STREET","FALL RIVER","MA","110000732592","7",0,"N",0,0
"FALL RIVER W W T P","MAL100382","1979 BAY STREET","FALL RIVER","MA","110000732592","7",0,"N",0,0
"FALL TREATMENT PLANT NO 1 WWTP","TX0096768","1.75 MI E NE OF INTEX FMR 109","COLUMBUS","TX","110009775181","0",0,"N",0,0
"FALLBROOK PUBLIC UTILITY DISTRICT WATER RECLAMATION PLANT","CAL108031","1425 ALTURAS RD","FALLBROOK","CA","110065563606",,0,"N",0,0
"FALLBROOK UD WWTP","TX0021237","811 WEST RD","HOUSTON","TX","110039948894","12",0,"N",0,0
"FALLING CREEK WASTEWATER TREATMENT PLANT","VAL024996","2100 STATION ROAD","RICHMOND","VA","110010843383","10",1,"N",0,0
"FALLON WWTP","NVL020061","430 STOKER AVE","RENO","NV","110069999351","8",0,"N",0,0
"FALLS CITY WASTEWATER TREATMENT FACILITY","NE0021148","HWY 73 S","FALLS CITY","NE","110006620816","2",1,"N",0,0
"FALLS CITY WWTF","NEL021148","HWY 73 S","FALLS CITY","NE","110070004143",,0,"N",0,0
"FALLS CREEK BAPTIST CONF. CTR.","OK0038016","6714 HWY 77D","DAVIS","OK","110011007533","I",1,"N",0,0
"FALLSBURG (T)","NYL024520","PO BOX 830","SOUTH FALLSBURG","NY","110070000385",,0,"N",0,0
"FALMOUTH TOWN OF","MEL100218","96 CLEARWATER DR","FALMOUTH","ME","110070003364","0",0,"N",0,0
"FANNETT CAMPUS WWTP","TX0079138","12702 2ND ST","HAMSHIRE","TX","110009777296","1",0,"N",0,0
"FAR HILLS UTILITY DISTRICT WWTP","TX0129526","11266 CUDE CEMETERY RD","WILLIS","TX","110029526751","0",0,"N",0,0
"FARGO CITY OF","NDL022870","200 3RD ST N","FARGO","ND","110049927775","0",0,"N",0,0
"FARGO, CITY OF WWTP","NDG650001","3400 NORTH BROADWAY","FARGO","ND","110000549737","1",0,"N",0,0
"FARIBAULT","MNL030121","214 NE 14TH ST","FARIBAULT","MN","110000545278","1",0,"N",0,0
"FARMA PARKS MHP","PA0100315","87 HUGHLEY RD","GREENVILLE","PA","110000964323","1",0,"Y",1,0
"FARMERS KORNER WWTF","CO0021539","0059 SWAN MOUNTAIN RD","SUMMIT COUNTY","CO","110000736384","0",2,"N",0,0
"FARMERSVILLE WWTF","CAL010537","909 WEST VISALIA ROAD","FARMERSVILLE","CA","110069997139","10",0,"N",0,0
"FARMERSVILLE WWTP","OH0020770","4850 GERMANTOWN FARMERSVILLE PIKE","FARMERSVILLE","OH","110006211713","0",1,"N",0,0
"FARMERSVILLE WWTP  2","TX0103497","1201 ELMS ST","FARMERSVILLE","TX","110009774459","0",0,"N",0,0
"FARMERSVILLE WWTP 1","TX0076091","1201 ELM ST","FARMERSVILLE","TX","110009746837","0",0,"N",0,0
"FARMINGTON (T)","NYL023531","TOWN HALL","FARMINGTON","NY","110070002751",,0,"N",0,0
"FARMINGTON EAST WWTP","MO0028860","1343 STE GENEVIEVE AVE","FARMINGTON","MO","110009710964","0",0,"N",0,0
"FARMINGTON TOWN OF","MEL101249","269 FARMINGTON FALLS RD","FARMINGTON","ME","110009912915","0",0,"N",0,0
"FARMINGTON W W T P","NHL100854","WASTEWATER TREATMENT PLANT","FARMINGTON","NH","110070002438",,0,"N",0,0
"FARMINGTON WEST WWTP","MO0040312","SE OF INT. OF HWY 67 AND NEW PERRINE RD","FARMINGTON","MO","110000737141","1",0,"N",0,0
"FARMINGTON WPCF","CTL100218","1 MONTEITH DRIVE","FARMINGTON","CT","110011762789","0",1,"N",0,0
"FARMINGTON WPCF","CT0100218","1 WESTERBERG DRIVE","FARMINGTON","CT","110000731003","0",0,"N",0,0
"FARMINGTON, CITY OF (WWTP)","NML020583","1395 SOUTH LAKE STREET","FARMINGTON","NM","110017838722","4",0,"N",0,0
"FARMVILLE WASTEWATER TREATMENT","VAL083135","600 DOSWELL STREET","FARMVILLE","VA","110010918212","0",0,"N",0,0
"FARQUHAR STATE CATTLE RANCH LAGOON","AL0053180","1132 COUNTY ROAD 73","GREENSBORO","AL","110010114731","3",0,"N",0,0
"FARRELL CITY MS4","PAL138307","500 ROEMER BLVD","FARRELL, CITY OF","PA","110017816568","8",0,"N",0,0
"FARRELL COOPER MINING CO.-LIBERTY #7","OKG040041","N ON N4450 RD B/W E1190 RD & E1170NORTH OF STIGLER","STIGLER","OK","110041914596","1",1,"N",0,0
"FARRELL-COOPER -HEAVENER E NO2","OKG040003","2 MLS SE HEAVENER,VIA HWY 128","HEAVENER","OK","110011013027","1",1,"N",0,0
"FARRELL-COOPER-LINCOLN POWER","OKG040051","NOBLE ROAD","HOWE","OK","110022416063","1",0,"N",0,0
"FATIMA FAMILY VILLAGE WWTP","TX0095656","1003 GULF BANK RD","HARRIS COUNTY","TX","110010922056","12",0,"N",0,0
"FAULKEY GULLY WWTP","TX0072354","15503 HERMITAGE OAKS DR","TOMBALL","TX","110000915494","0",0,"N",0,0
"FAUST ACRES","MI0060249","9375 SALINE - MILAN ROAD","SALINE","MI","110070567774","0",0,"N",0,0
"FAYETTE CITY STP","PA0020702","N SIDE OF TOWN ON E SIDE OF MONONGAHELA RIVER","FAYETTE CITY","PA","110010266489","1",0,"Y",9,0
"FAYETTE WSC WATER WELL 4","TX0126861","527 KNAPE ROAD ","LA GRANGE","TX","110017848695","0",0,"N",0,0
"FAYETTE WWTP","AL0054640","COUNTY ROAD 35 SOUTH","FAYETTE","AL","110055974879","4",0,"N",0,0
"FAYETTEVILLE STP","TNL021814","2151 THORNTON-PARKWAY","FAYETTEVILLE","TN","110030994994","2",0,"N",0,0
"FAYETTEVILLE STP","IL0020893","1ST AND WATER STREET","FAYETTEVILLE","IL","110009989334","0",0,"N",0,0
"FAYETTEVILLE WHITEWATER CR","GAL035807","240 GLYNN ST S","FAYETTEVILLE","GA","110064597388","0",0,"N",0,0
"FAYETTEVILLE WTTP","WV0022314","275 WOOLLARD ROAD","FAYETTEVILLE","WV","110010866642","0",1,"N",0,0
"FAYETTEVILLE, CITY OF","ARL020010","113 W. MOUNTAIN","FAYETTEVILLE","AR","110064642971","0",0,"N",0,0
"FAYETTEVILLE, CITY OF (WHITEWATER CREEK WPCP)","GA0035807","332 1ST MANASSAS MILE","FAYETTEVILLE","GA","110064597388","0",0,"N",0,0
